inputs: 2 outputs: 2
pos_x	pos_y	s_pitch		s_roll

---
65.5	66.5	-0.415672	0.115008
54.5	37.5	-0.415672	0.115008
54.5	37.5	-0.415672	0.115008
50.5	42.5	-0.415672	0.115008
59.5	49.5	-0.415672	0.115008
59.5	49.5	-0.415672	0.115008
61.5	47.5	-0.415672	0.115008
63.5	53.5	-0.415672	0.115008
63.5	53.5	-0.415672	0.115008
63.5	53.5	-0.415672	0.115008
67.5	62.5	-0.415672	0.115008
66.5	62.5	-0.415672	0.115008
66.5	62.5	-0.412604	0.113474
63.5	62.5	-0.404934	0.115008
62.5	64.5	-0.404934	0.115008
61.5	55.5	-0.404934	0.116542
57.5	60.5	-0.404934	0.122678
48.5	57.5	-0.404934	0.13495
48.5	57.5	-0.404934	0.14262
40.5	55.5	-0.406468	0.14262
40.5	55.5	-0.404934	0.14262
45.5	48.5	-0.404934	0.141086
45.5	48.5	-0.406468	0.136484
51.5	39.5	-0.406468	0.121144
51.5	39.5	-0.404934	0.113474
65.5	64.5	-0.404934	0.108872
68.5	64.5	-0.404934	0.105804
65.5	56.5	-0.404934	0.101202
74.5	65.5	-0.404934	0.08126
78.5	55.5	-0.404934	0.0720561
79.5	51.5	-0.404934	0.0674541
81.5	53.5	-0.406468	0.0628521
93.5	71.5	-0.406468	0.0628521
89.5	54.5	-0.41107	0.052114
88.5	48.5	-0.412604	0.0429101
93.5	43.5	-0.412604	0.0367742
146.5	39.5	-0.412604	0.032172
95.5	44.5	-0.412604	0.02757
100.5	48.5	-0.412604	0.00916195
118.5	71.5	-0.412604	-4.19617e-05
117.5	63.5	-0.412604	-0.00771189
117.5	46.5	-0.412604	-0.0123138
118.5	59.5	-0.412604	-0.0153821
119.5	43.5	-0.414138	-0.0261199
126.5	45.5	-0.414138	-0.0353239
128.5	60.5	-0.415672	-0.042994
131.5	57.5	-0.415672	-0.0521979
135.5	45.5	-0.41874	-0.0567999
142.5	65.5	-0.423342	-0.0629361
139.5	39.5	-0.424876	-0.067538
188.5	35.5	-0.429478	-0.0782759
188.5	35.5	-0.43408	-0.0859461
144.5	42.5	-0.438682	-0.093616
148.5	46.5	-0.443284	-0.0997519
154.5	54.5	-0.443284	-0.0997519
203.5	31.5	-0.443284	-0.0997519
151.5	45.5	-0.443284	-0.104354
151.5	35.5	-0.443284	-0.112024
159.5	33.5	-0.443284	-0.119694
153.5	35.5	-0.443284	-0.136568
165.5	37.5	-0.443284	-0.145772
169.5	35.5	-0.443284	-0.150374
170.5	39.5	-0.443284	-0.15651
175.5	36.5	-0.44175	-0.162646
174.5	38.5	-0.443284	-0.176452
175.5	37.5	-0.443284	-0.182588
180.5	43.5	-0.443284	-0.190258
184.5	42.5	-0.443284	-0.19486
187.5	38.5	-0.443284	-0.196394
188.5	38.5	-0.44175	-0.197928
183.5	39.5	-0.443284	-0.197928
186.5	37.5	-0.443284	-0.197928
188.5	37.5	-0.444818	-0.197928
186.5	41.5	-0.446352	-0.197928
184.5	38.5	-0.450954	-0.2102
191.5	46.5	-0.452488	-0.21787
200.5	31.5	-0.455556	-0.227074
207.5	32.5	-0.45709	-0.239346
202.5	39.5	-0.458624	-0.250084
210.5	38.5	-0.460158	-0.262356
215.5	40.5	-0.467828	-0.288434
216.5	30.5	-0.470896	-0.29457
220.5	30.5	-0.473964	-0.299172
223.5	32.5	-0.473964	-0.300706
224.5	30.5	-0.473964	-0.30224
225.5	37.5	-0.473964	-0.306842
231.5	34.5	-0.473964	-0.320648
232.5	32.5	-0.475498	-0.329852
235.5	33.5	-0.475498	-0.335988
235.5	32.5	-0.475498	-0.337522
235.5	33.5	-0.478566	-0.337522
237.5	33.5	-0.4801	-0.339056
237.5	33.5	-0.4801	-0.343658
243.5	37.5	-0.4801	-0.357464
245.5	31.5	-0.483168	-0.366668
249.5	31.5	-0.484702	-0.372804
248.5	32.5	-0.489304	-0.375872
250.5	30.5	-0.489304	-0.37894
252.5	32.5	-0.490838	-0.389678
256.5	34.5	-0.490838	-0.403484
262.5	34.5	-0.492372	-0.418824
268.5	32.5	-0.493906	-0.449504
275.5	36.5	-0.493906	-0.458708
277.5	37.5	-0.493906	-0.46331
279.5	38.5	-0.493906	-0.466378
282.5	39.5	-0.492372	-0.466378
282.5	38.5	-0.492372	-0.466378
277.5	45.5	-0.490838	-0.466378
282.5	38.5	-0.490838	-0.466378
281.5	40.5	-0.489304	-0.466378
280.5	42.5	-0.483168	-0.466378
280.5	46.5	-0.478566	-0.466378
277.5	50.5	-0.47243	-0.466378
274.5	44.5	-0.467828	-0.466378
275.5	46.5	-0.460158	-0.466378
272.5	61.5	-0.44942	-0.466378
278.5	56.5	-0.440216	-0.466378
277.5	59.5	-0.41874	-0.466378
272.5	65.5	-0.415672	-0.466378
272.5	63.5	-0.415672	-0.466378
269.5	62.5	-0.415672	-0.464844
268.5	59.5	-0.415672	-0.461776
270.5	59.5	-0.415672	-0.45564
269.5	60.5	-0.415672	-0.449504
263.5	61.5	-0.415672	-0.446436
263.5	61.5	-0.415672	-0.438766
258.5	60.5	-0.415672	-0.420358
253.5	59.5	-0.415672	-0.41729
252.5	56.5	-0.415672	-0.41729
252.5	59.5	-0.415672	-0.415756
254.5	57.5	-0.415672	-0.412688
253.5	57.5	-0.415672	-0.389678
247.5	57.5	-0.415672	-0.380474
245.5	56.5	-0.415672	-0.377406
242.5	57.5	-0.415672	-0.377406
242.5	56.5	-0.415672	-0.375872
237.5	57.5	-0.415672	-0.368202
233.5	57.5	-0.415672	-0.345192
233.5	54.5	-0.415672	-0.345192
229.5	52.5	-0.415672	-0.343658
228.5	59.5	-0.415672	-0.339056
225.5	58.5	-0.415672	-0.311444
218.5	57.5	-0.415672	-0.296104
217.5	53.5	-0.415672	-0.283832
212.5	53.5	-0.417206	-0.274628
206.5	53.5	-0.417206	-0.26389
203.5	55.5	-0.417206	-0.25622
199.5	50.5	-0.417206	-0.237812
197.5	55.5	-0.417206	-0.228608
191.5	56.5	-0.417206	-0.220938
189.5	54.5	-0.417206	-0.216336
186.5	56.5	-0.417206	-0.2102
186.5	54.5	-0.417206	-0.200996
182.5	51.5	-0.417206	-0.190258
175.5	50.5	-0.417206	-0.173384
171.5	51.5	-0.417206	-0.168782
175.5	49.5	-0.417206	-0.167248
171.5	50.5	-0.417206	-0.167248
172.5	50.5	-0.417206	-0.165714
168.5	45.5	-0.417206	-0.16418
165.5	45.5	-0.417206	-0.15651
162.5	51.5	-0.417206	-0.14117
160.5	51.5	-0.417206	-0.122762
157.5	50.5	-0.417206	-0.0997519
151.5	46.5	-0.417206	-0.092082
153.5	70.5	-0.417206	-0.0813439
136.5	50.5	-0.417206	-0.070606
137.5	46.5	-0.417206	-0.0583339
133.5	54.5	-0.417206	-0.0506639
136.5	72.5	-0.417206	-0.042994
126.5	53.5	-0.417206	-0.0383921
123.5	57.5	-0.417206	-0.0353239
121.5	43.5	-0.417206	-0.0261199
117.5	48.5	-0.417206	-0.023052
117.5	49.5	-0.415672	-0.019984
117.5	49.5	-0.417206	-0.016916
113.5	48.5	-0.417206	-0.00924587
111.5	52.5	-0.415672	0.00762796
104.5	49.5	-0.415672	0.0152981
103.5	58.5	-0.415672	0.0214341
104.5	57.5	-0.415672	0.024502
98.5	59.5	-0.415672	0.029104
94.5	49.5	-0.415672	0.0352399
90.5	52.5	-0.415672	0.0398421
90.5	56.5	-0.415672	0.0459781
89.5	58.5	-0.415672	0.0459781
91.5	59.5	-0.414138	0.049046
85.5	51.5	-0.414138	0.0628521
81.5	57.5	-0.412604	0.0720561
69.5	52.5	-0.41107	0.075124
80.5	64.5	-0.41107	0.075124
78.5	59.5	-0.41107	0.08126
78.5	53.5	-0.41107	0.0873961
74.5	69.5	-0.409536	0.0966001
66.5	52.5	-0.408002	0.107338
65.5	65.5	-0.406468	0.116542
58.5	66.5	-0.401866	0.122678
52.5	53.5	-0.389594	0.122678
60.5	78.5	-0.381924	0.122678
61.5	60.5	-0.377322	0.122678
54.5	62.5	-0.37272	0.122678
56.5	63.5	-0.369652	0.122678
60.5	87.5	-0.366584	0.122678
60.5	78.5	-0.363516	0.122678
60.5	81.5	-0.354312	0.122678
51.5	78.5	-0.346642	0.122678
54.5	84.5	-0.33437	0.122678
60.5	89.5	-0.331302	0.122678
61.5	93.5	-0.331302	0.122678
63.5	95.5	-0.331302	0.118076
62.5	82.5	-0.331302	0.105804
64.5	88.5	-0.331302	0.098134
71.5	79.5	-0.331302	0.0919981
75.5	90.5	-0.331302	0.0904641
77.5	92.5	-0.331302	0.0889301
79.5	88.5	-0.331302	0.078192
86.5	89.5	-0.331302	0.0689881
87.5	91.5	-0.331302	0.0628521
86.5	80.5	-0.331302	0.056716
