inputs: 2 outputs: 2
pos_x	pos_y	s_pitch		s_roll

---
67.5	56.5	-0.346642	0.0858622
71.5	51.5	-0.348176	0.0843279
65.5	54.5	-0.348176	0.0843279
68.5	57.5	-0.348176	0.0843279
70.5	49.5	-0.348176	0.0843279
69.5	54.5	-0.348176	0.0843279
59.5	55.5	-0.346642	0.0843279
76.5	48.5	-0.348176	0.0843279
67.5	56.5	-0.346642	0.0858622
63.5	62.5	-0.346642	0.0843279
63.5	62.5	-0.346642	0.082794
65.5	57.5	-0.346642	0.08126
63.5	76.5	-0.348176	0.079726
67.5	65.5	-0.346642	0.076658
71.5	66.5	-0.346642	0.075124
76.5	65.5	-0.346642	0.075124
71.5	67.5	-0.346642	0.0659201
79.5	59.5	-0.346642	0.0597839
79.5	54.5	-0.346642	0.052114
81.5	54.5	-0.346642	0.0459781
89.5	55.5	-0.346642	0.0429101
83.5	60.5	-0.346642	0.0429101
83.5	51.5	-0.346642	0.0413761
92.5	50.5	-0.346642	0.0383081
91.5	50.5	-0.346642	0.0367742
95.5	48.5	-0.346642	0.0337059
94.5	51.5	-0.346642	0.0229681
97.5	57.5	-0.346642	0.0137641
101.5	51.5	-0.346642	0.00455999
102.5	58.5	-0.346642	-0.00310993
107.5	55.5	-0.346642	-0.00771189
111.5	52.5	-0.346642	-0.01845
113.5	52.5	-0.346642	-0.0276539
117.5	51.5	-0.346642	-0.0353239
121.5	51.5	-0.346642	-0.042994
125.5	55.5	-0.346642	-0.04913
126.5	53.5	-0.346642	-0.0598679
129.5	48.5	-0.346642	-0.0629361
132.5	55.5	-0.346642	-0.069072
139.5	53.5	-0.346642	-0.0782759
136.5	52.5	-0.346642	-0.0890141
142.5	53.5	-0.346642	-0.10282
146.5	51.5	-0.346642	-0.112024
151.5	49.5	-0.346642	-0.122762
154.5	49.5	-0.348176	-0.131966
159.5	48.5	-0.34971	-0.142704
164.5	52.5	-0.352778	-0.150374
163.5	48.5	-0.355846	-0.16418
165.5	46.5	-0.355846	-0.173384
173.5	48.5	-0.355846	-0.17952
176.5	49.5	-0.355846	-0.190258
183.5	48.5	-0.355846	-0.200996
182.5	55.5	-0.355846	-0.208666
187.5	50.5	-0.355846	-0.211734
188.5	47.5	-0.355846	-0.219404
192.5	49.5	-0.355846	-0.234744
198.5	48.5	-0.355846	-0.247016
206.5	50.5	-0.361982	-0.27923
213.5	48.5	-0.366584	-0.291502
216.5	53.5	-0.369652	-0.305308
218.5	46.5	-0.37272	-0.312978
225.5	48.5	-0.374254	-0.31758
228.5	49.5	-0.37272	-0.32525
231.5	48.5	-0.37272	-0.33292
232.5	45.5	-0.37272	-0.345192
235.5	48.5	-0.37272	-0.35593
242.5	48.5	-0.374254	-0.362066
241.5	48.5	-0.374254	-0.37127
243.5	49.5	-0.374254	-0.380474
