#0.000000e+00 0.000000e+00 -2.500000e-01 8.000000e-02 8.000000e-02 5.000000e-01
#time r_i_B0(1) r_i_B0(2) r_i_B0(3)  T_B0(1,1)  T_B0(2,1)  T_B0(3,1)  T_B0(1,2)  T_B0(2,2)  T_B0(3,2)  T_B0(1,3)  T_B0(2,3)  T_B0(3,3) 
2.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.854401e-01 -1.700230e-01 0.000000e+00 1.700230e-01 9.854401e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
2.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.823566e-01 -1.870172e-01 0.000000e+00 1.870172e-01 9.823566e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.090000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.787526e-01 -2.050450e-01 0.000000e+00 2.050450e-01 9.787526e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.190000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.745617e-01 -2.241193e-01 0.000000e+00 2.241193e-01 9.745617e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.290000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.697131e-01 -2.442469e-01 0.000000e+00 2.442469e-01 9.697131e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.390000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.641310e-01 -2.654268e-01 0.000000e+00 2.654268e-01 9.641310e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.490000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.577358e-01 -2.876493e-01 0.000000e+00 2.876493e-01 9.577358e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.590000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.504446e-01 -3.108940e-01 0.000000e+00 3.108940e-01 9.504446e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.690000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.421725e-01 -3.351283e-01 0.000000e+00 3.351283e-01 9.421725e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.790000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.328341e-01 -3.603061e-01 0.000000e+00 3.603061e-01 9.328341e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.223454e-01 -3.863663e-01 0.000000e+00 3.863663e-01 9.223454e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
3.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.106260e-01 -4.132314e-01 0.000000e+00 4.132314e-01 9.106260e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.090000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.976019e-01 -4.408070e-01 0.000000e+00 4.408070e-01 8.976019e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.190000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.832082e-01 -4.689811e-01 0.000000e+00 4.689811e-01 8.832082e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.290000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.673927e-01 -4.976243e-01 0.000000e+00 4.976243e-01 8.673927e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.390000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.501187e-01 -5.265911e-01 0.000000e+00 5.265911e-01 8.501187e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.490000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.313686e-01 -5.557213e-01 0.000000e+00 5.557213e-01 8.313686e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.590000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.111468e-01 -5.848426e-01 0.000000e+00 5.848426e-01 8.111468e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.690000e-01 0.000000e+00 0.000000e+00 0.000000e+00 7.894816e-01 -6.137742e-01 0.000000e+00 6.137742e-01 7.894816e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.790000e-01 0.000000e+00 0.000000e+00 0.000000e+00 7.664275e-01 -6.423308e-01 0.000000e+00 6.423308e-01 7.664275e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 7.420654e-01 -6.703275e-01 0.000000e+00 6.703275e-01 7.420654e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
4.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 7.165021e-01 -6.975849e-01 0.000000e+00 6.975849e-01 7.165021e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.090000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.898691e-01 -7.239342e-01 0.000000e+00 7.239342e-01 6.898691e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.190000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.623190e-01 -7.492220e-01 0.000000e+00 7.492220e-01 6.623190e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.290000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.340221e-01 -7.733149e-01 0.000000e+00 7.733149e-01 6.340221e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.390000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.051615e-01 -7.961027e-01 0.000000e+00 7.961027e-01 6.051615e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.490000e-01 0.000000e+00 0.000000e+00 0.000000e+00 5.759276e-01 -8.175007e-01 0.000000e+00 8.175007e-01 5.759276e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.590000e-01 0.000000e+00 0.000000e+00 0.000000e+00 5.465126e-01 -8.374509e-01 0.000000e+00 8.374509e-01 5.465126e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.690000e-01 0.000000e+00 0.000000e+00 0.000000e+00 5.171054e-01 -8.559217e-01 0.000000e+00 8.559217e-01 5.171054e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.790000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.878866e-01 -8.729070e-01 0.000000e+00 8.729070e-01 4.878866e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.590245e-01 -8.884236e-01 0.000000e+00 8.884236e-01 4.590245e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
5.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.306716e-01 -9.025087e-01 0.000000e+00 9.025087e-01 4.306716e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.090000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.029633e-01 -9.152161e-01 0.000000e+00 9.152161e-01 4.029633e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.190000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.760156e-01 -9.266134e-01 0.000000e+00 9.266134e-01 3.760156e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.290000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.499255e-01 -9.367775e-01 0.000000e+00 9.367775e-01 3.499255e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.390000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.247713e-01 -9.457926e-01 0.000000e+00 9.457926e-01 3.247713e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.490000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.006135e-01 -9.537461e-01 0.000000e+00 9.537461e-01 3.006135e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.590000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.774960e-01 -9.607268e-01 0.000000e+00 9.607268e-01 2.774960e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.690000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.554485e-01 -9.668227e-01 0.000000e+00 9.668227e-01 2.554485e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.790000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.344873e-01 -9.721192e-01 0.000000e+00 9.721192e-01 2.344873e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.146181e-01 -9.766981e-01 0.000000e+00 9.766981e-01 2.146181e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.958368e-01 -9.806365e-01 0.000000e+00 9.806365e-01 1.958368e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.090000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.781322e-01 -9.840066e-01 0.000000e+00 9.840066e-01 1.781322e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.190000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.614866e-01 -9.868749e-01 0.000000e+00 9.868749e-01 1.614866e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.290000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.458776e-01 -9.893026e-01 0.000000e+00 9.893026e-01 1.458776e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.390000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.312789e-01 -9.913455e-01 0.000000e+00 9.913455e-01 1.312789e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.490000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.176617e-01 -9.930537e-01 0.000000e+00 9.930537e-01 1.176617e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.590000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.049951e-01 -9.944727e-01 0.000000e+00 9.944727e-01 1.049951e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.690000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.324711e-02 -9.956430e-01 0.000000e+00 9.956430e-01 9.324711e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.790000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.238472e-02 -9.966006e-01 0.000000e+00 9.966006e-01 8.238472e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 7.237471e-02 -9.973775e-01 0.000000e+00 9.973775e-01 7.237471e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.318372e-02 -9.980019e-01 0.000000e+00 9.980019e-01 6.318372e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.090000e-01 0.000000e+00 0.000000e+00 0.000000e+00 5.477852e-02 -9.984985e-01 0.000000e+00 9.984985e-01 5.477852e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.190000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.712611e-02 -9.988889e-01 0.000000e+00 9.988889e-01 4.712611e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.290000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.019375e-02 -9.991919e-01 0.000000e+00 9.991919e-01 4.019375e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.390000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.394903e-02 -9.994236e-01 0.000000e+00 9.994236e-01 3.394903e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.490000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.835972e-02 -9.995978e-01 0.000000e+00 9.995978e-01 2.835972e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.590000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.339375e-02 -9.997263e-01 0.000000e+00 9.997263e-01 2.339375e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.690000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.901901e-02 -9.998191e-01 0.000000e+00 9.998191e-01 1.901901e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.790000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.520324e-02 -9.998844e-01 0.000000e+00 9.998844e-01 1.520324e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.191379e-02 -9.999290e-01 0.000000e+00 9.999290e-01 1.191379e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 9.117393e-03 -9.999584e-01 0.000000e+00 9.999584e-01 9.117393e-03 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.090000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.779970e-03 -9.999770e-01 0.000000e+00 9.999770e-01 6.779970e-03 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.190000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.866315e-03 -9.999882e-01 0.000000e+00 9.999882e-01 4.866315e-03 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.290000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.339844e-03 -9.999944e-01 0.000000e+00 9.999944e-01 3.339844e-03 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.390000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.162307e-03 -9.999977e-01 0.000000e+00 9.999977e-01 2.162307e-03 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.490000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.293495e-03 -9.999992e-01 0.000000e+00 9.999992e-01 1.293495e-03 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.590000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.909517e-04 -9.999998e-01 0.000000e+00 9.999998e-01 6.909517e-04 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.690000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.096858e-04 -1.000000e+00 0.000000e+00 1.000000e+00 3.096858e-04 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.790000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.019039e-04 -1.000000e+00 0.000000e+00 1.000000e+00 1.019039e-04 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.890000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.675861e-05 -1.000000e+00 0.000000e+00 1.000000e+00 1.675861e-05 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
9.990000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.309918e-07 -1.000000e+00 0.000000e+00 1.000000e+00 1.309918e-07 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
